MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
S,F,20000,0,0,Bachelors,Clerical,1,0,0-1 Miles,35,1
M,F,30000,1,0,Bachelors,Clerical,1,0,0-1 Miles,64,0
S,M,30000,1,0,Bachelors,Clerical,1,0,0-1 Miles,70,0
M,M,30000,1,0,Bachelors,Clerical,1,0,0-1 Miles,70,0
S,M,40000,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,70,0
M,M,30000,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,52,0
S,F,10000,1,1,High School,Manual,0,1,2-5 Miles,53,1
M,M,10000,1,1,High School,Manual,1,1,2-5 Miles,42,1
S,M,20000,2,0,Partial College,Manual,1,1,1-2 Miles,54,1
M,F,20000,2,0,Partial College,Manual,1,1,2-5 Miles,48,1
M,M,20000,2,0,Partial College,Manual,1,1,2-5 Miles,44,1
M,F,30000,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,52,0
M,F,30000,3,0,Bachelors,Clerical,1,0,0-1 Miles,47,0
S,M,30000,3,0,Bachelors,Clerical,1,0,0-1 Miles,47,0
M,F,30000,3,0,Bachelors,Clerical,1,0,0-1 Miles,47,0
S,F,40000,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,54,1
M,M,40000,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,53,1
S,M,10000,1,1,High School,Manual,0,1,2-5 Miles,37,0
S,F,10000,1,1,High School,Manual,0,1,2-5 Miles,42,0
S,F,10000,2,2,High School,Manual,1,0,0-1 Miles,42,0
S,M,10000,2,2,High School,Manual,1,0,0-1 Miles,37,0
S,M,10000,2,2,High School,Manual,1,0,0-1 Miles,44,0
S,M,10000,2,2,High School,Manual,1,0,0-1 Miles,43,1
S,F,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,42,1
M,M,10000,2,2,High School,Manual,0,1,0-1 Miles,43,0
S,F,20000,0,0,Partial College,Manual,0,1,0-1 Miles,44,0
S,M,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,43,1
S,F,30000,1,0,Bachelors,Clerical,1,0,0-1 Miles,43,0
S,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,38,1
M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,1
M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,1
S,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,38,1
S,F,10000,3,0,Partial College,Manual,0,2,0-1 Miles,61,0
S,F,10000,3,0,Partial College,Manual,0,2,0-1 Miles,61,0
M,F,20000,2,0,Partial College,Manual,1,1,2-5 Miles,61,1
M,M,20000,2,0,Partial College,Manual,1,1,0-1 Miles,61,0
M,M,10000,2,1,High School,Manual,0,2,0-1 Miles,54,0
S,F,10000,2,2,High School,Manual,1,1,0-1 Miles,39,1
M,M,20000,1,1,Partial College,Manual,1,0,2-5 Miles,44,1
M,M,80000,3,2,Partial College,Professional,0,1,2-5 Miles,59,0
S,F,80000,4,2,Partial College,Professional,1,1,10+ Miles,59,1
M,F,80000,4,2,Partial College,Professional,0,1,2-5 Miles,59,1
S,M,80000,4,2,Partial College,Professional,1,1,10+ Miles,59,1
S,M,90000,5,0,Partial College,Professional,0,2,10+ Miles,69,0
M,F,60000,3,1,Partial High School,Skilled Manual,1,4,2-5 Miles,68,1
M,F,70000,5,1,High School,Professional,1,2,10+ Miles,68,1
S,M,90000,5,0,Partial College,Professional,0,2,10+ Miles,68,0
M,M,150000,3,4,Graduate Degree,Management,1,4,0-1 Miles,68,0
M,M,100000,2,3,Bachelors,Management,1,4,10+ Miles,66,1
M,F,110000,3,4,Bachelors,Management,1,4,5-10 Miles,66,1
M,M,170000,4,4,Bachelors,Management,1,3,5-10 Miles,66,1
M,F,80000,4,2,Partial College,Professional,0,1,2-5 Miles,58,1
M,F,80000,4,2,Partial College,Professional,1,2,10+ Miles,54,0
M,F,90000,4,2,High School,Professional,1,2,10+ Miles,53,1
M,M,110000,3,4,Bachelors,Management,1,4,10+ Miles,59,0
M,F,110000,2,5,Partial College,Professional,1,2,10+ Miles,59,1
S,F,120000,2,5,Bachelors,Management,1,2,10+ Miles,59,1
M,M,80000,4,1,Partial College,Professional,1,2,10+ Miles,60,1
M,F,90000,4,1,High School,Professional,1,2,10+ Miles,61,0
M,M,110000,4,5,Partial College,Professional,1,2,10+ Miles,44,1
M,F,80000,4,2,High School,Professional,1,2,10+ Miles,61,1
M,M,80000,5,2,High School,Professional,0,2,2-5 Miles,61,1
M,M,170000,5,5,Partial College,Professional,1,4,0-1 Miles,56,0
S,F,100000,3,4,Partial College,Management,1,4,10+ Miles,63,0
M,F,160000,3,5,Partial College,Management,0,4,10+ Miles,62,0
M,M,90000,4,1,High School,Management,1,3,10+ Miles,63,0
M,F,130000,4,5,High School,Management,1,4,0-1 Miles,63,0
M,F,90000,4,1,High School,Management,0,3,5-10 Miles,65,1
M,M,80000,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,65,0
M,F,90000,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,66,0
M,M,90000,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,65,0
S,F,60000,0,0,Bachelors,Professional,0,4,2-5 Miles,37,1
M,F,70000,0,0,Bachelors,Professional,1,3,10+ Miles,37,1
S,F,70000,0,0,Bachelors,Professional,0,3,10+ Miles,38,1
S,F,70000,0,0,Bachelors,Professional,0,3,10+ Miles,38,1
M,F,70000,0,0,Bachelors,Professional,1,4,10+ Miles,38,1
S,M,80000,0,0,Bachelors,Professional,1,3,10+ Miles,38,1
M,M,80000,0,0,Bachelors,Professional,1,3,10+ Miles,38,1
S,M,130000,4,5,High School,Management,1,4,0-1 Miles,37,1
S,M,70000,0,0,Bachelors,Professional,0,4,10+ Miles,38,1
S,F,80000,0,0,Bachelors,Professional,0,3,10+ Miles,39,1
S,M,80000,0,0,Bachelors,Professional,0,3,10+ Miles,34,1
S,F,80000,0,0,Bachelors,Professional,0,3,10+ Miles,39,1
M,M,100000,0,5,High School,Management,1,2,10+ Miles,39,1
M,M,120000,5,5,Partial High School,Professional,1,4,10+ Miles,38,1
M,F,90000,0,0,Bachelors,Professional,1,3,10+ Miles,40,1
M,F,100000,0,5,High School,Management,1,2,10+ Miles,40,0
S,F,80000,0,0,Bachelors,Professional,0,3,10+ Miles,40,1
S,M,90000,0,0,Bachelors,Professional,0,3,10+ Miles,35,1
S,M,90000,0,0,Bachelors,Professional,0,3,10+ Miles,41,1
M,F,110000,0,5,High School,Management,1,4,10+ Miles,41,1
M,F,110000,0,5,High School,Management,0,4,10+ Miles,41,0
M,M,90000,0,0,Bachelors,Professional,1,4,10+ Miles,41,1
M,M,90000,0,0,Bachelors,Professional,0,4,10+ Miles,42,1
M,M,150000,0,5,Partial High School,Management,1,4,10+ Miles,41,0
M,M,170000,1,5,Graduate Degree,Management,1,4,0-1 Miles,43,0
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,38,1
S,M,10000,0,0,Partial High School,Manual,0,2,1-2 Miles,40,0
S,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,39,1
S,F,30000,0,0,Partial College,Clerical,1,1,2-5 Miles,39,0
S,M,60000,3,2,Bachelors,Professional,1,2,5-10 Miles,50,1
S,F,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,32,0
S,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,33,0
S,M,30000,0,0,High School,Manual,0,1,1-2 Miles,34,0
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,38,0
S,M,30000,0,0,High School,Manual,0,1,1-2 Miles,34,0
S,M,30000,0,0,High School,Manual,0,1,2-5 Miles,34,0
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,40,1
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,34,1
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,40,1
S,F,30000,0,0,High School,Manual,0,1,1-2 Miles,40,1
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,35,1
S,M,40000,2,2,Partial College,Clerical,1,0,0-1 Miles,35,1
M,M,40000,2,2,Partial College,Clerical,0,0,0-1 Miles,40,1
S,F,10000,0,0,Partial High School,Manual,1,2,1-2 Miles,36,0
S,F,10000,0,0,Partial High School,Manual,0,2,1-2 Miles,41,0
S,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,41,1
S,F,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,42,1
S,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,42,0
M,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,36,1
S,M,30000,0,0,High School,Manual,0,1,2-5 Miles,36,1
S,F,40000,2,2,Partial College,Clerical,1,0,1-2 Miles,42,1
S,M,40000,2,2,Partial College,Clerical,1,0,1-2 Miles,42,1
S,M,40000,2,2,Partial College,Clerical,1,1,1-2 Miles,41,0
S,M,40000,2,2,Partial College,Clerical,1,2,0-1 Miles,42,1
S,F,40000,2,2,Partial College,Clerical,1,2,1-2 Miles,37,0
S,M,40000,3,3,Partial College,Clerical,1,2,1-2 Miles,39,0
S,M,40000,3,3,Partial College,Clerical,1,2,1-2 Miles,38,0
S,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,38,0
S,F,40000,3,3,Partial College,Clerical,1,2,1-2 Miles,38,0
S,M,40000,4,4,Partial College,Clerical,1,1,0-1 Miles,38,0
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,82,0
M,F,40000,1,0,Bachelors,Skilled Manual,1,1,0-1 Miles,82,0
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,0
S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,47,0
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,0
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,0
M,F,30000,1,0,Bachelors,Skilled Manual,1,1,5-10 Miles,54,0
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,1-2 Miles,59,0
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,54,0
S,F,20000,3,0,Partial High School,Manual,1,2,1-2 Miles,42,1
S,F,20000,3,0,Partial High School,Manual,0,2,1-2 Miles,53,1
M,M,30000,1,0,High School,Clerical,1,1,2-5 Miles,53,0
M,F,30000,1,0,High School,Clerical,1,1,2-5 Miles,59,1
M,F,30000,1,0,High School,Clerical,1,1,2-5 Miles,42,1
M,F,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,59,0
M,M,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,58,0
M,M,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,58,0
M,F,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,58,0
M,F,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,41,0
M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,46,1
M,M,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,56,1
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,57,0
M,F,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,57,1
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,45,1
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,57,0
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,50,1
M,M,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,55,1
M,M,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,55,0
M,F,40000,1,0,Partial College,Clerical,1,1,0-1 Miles,56,1
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,56,0
M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,50,0
S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,54,1
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,55,1
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,49,1
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,55,1
S,F,60000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,53,1
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,1
S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,1
S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,54,1
S,M,20000,1,1,Partial College,Manual,0,0,0-1 Miles,39,0
M,F,20000,1,1,Partial College,Manual,1,1,2-5 Miles,45,0
M,M,30000,1,0,Bachelors,Clerical,1,0,1-2 Miles,39,0
M,M,30000,1,0,Bachelors,Clerical,1,0,0-1 Miles,45,0
M,F,30000,1,1,Bachelors,Clerical,1,0,2-5 Miles,45,1
M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,39,1
S,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,1
M,F,40000,0,0,Bachelors,Clerical,1,0,0-1 Miles,39,1
S,F,40000,0,0,Bachelors,Clerical,1,0,0-1 Miles,39,1
S,M,10000,3,3,High School,Manual,1,1,0-1 Miles,40,0
S,M,20000,1,1,Partial College,Manual,0,1,1-2 Miles,46,0
M,F,20000,1,1,Partial College,Manual,1,1,2-5 Miles,45,0
S,F,10000,4,0,High School,Manual,1,2,0-1 Miles,86,0
M,F,40000,1,0,Bachelors,Clerical,1,0,0-1 Miles,81,0
M,M,20000,1,1,Partial College,Manual,1,1,2-5 Miles,46,0
S,F,30000,1,1,Bachelors,Clerical,0,0,1-2 Miles,46,0
S,M,30000,1,1,Bachelors,Clerical,0,0,0-1 Miles,45,0
S,M,30000,1,1,Bachelors,Clerical,0,1,0-1 Miles,40,0
S,F,30000,1,1,Bachelors,Clerical,0,1,1-2 Miles,40,0
S,F,10000,5,5,Partial High School,Manual,1,2,0-1 Miles,46,1
M,M,20000,1,1,High School,Manual,1,1,2-5 Miles,47,0
S,M,20000,1,1,High School,Manual,0,1,2-5 Miles,47,0
S,M,20000,1,1,High School,Manual,0,2,0-1 Miles,46,1
S,M,20000,2,2,High School,Manual,1,0,0-1 Miles,47,0
M,F,40000,0,0,Bachelors,Clerical,1,0,0-1 Miles,45,0
M,F,40000,0,0,Bachelors,Clerical,1,0,0-1 Miles,40,0
S,F,20000,2,2,High School,Manual,1,0,0-1 Miles,46,1
M,M,30000,1,1,Bachelors,Clerical,1,1,2-5 Miles,41,0
M,F,30000,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,1
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,1
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,41,1
S,F,20000,2,2,High School,Manual,1,1,0-1 Miles,42,0
S,F,20000,2,2,High School,Manual,1,1,0-1 Miles,47,0
S,M,20000,2,2,High School,Manual,1,2,0-1 Miles,48,1
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,48,1
M,F,30000,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,1
S,F,10000,3,2,Partial High School,Manual,1,2,0-1 Miles,48,1
S,M,20000,3,3,High School,Manual,1,1,0-1 Miles,37,0
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,79,0
M,F,40000,0,0,Bachelors,Professional,1,0,0-1 Miles,46,0
S,F,30000,2,2,Partial College,Clerical,1,0,0-1 Miles,44,1
S,F,30000,2,2,Partial College,Clerical,1,0,0-1 Miles,47,1
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,0
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,42,0
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,0
S,M,30000,2,2,Partial College,Clerical,1,2,0-1 Miles,43,1
M,F,30000,2,2,Partial College,Clerical,0,2,0-1 Miles,48,1
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,43,0
S,F,30000,2,2,Partial College,Clerical,1,2,0-1 Miles,38,1
S,F,30000,3,3,Partial College,Clerical,1,0,0-1 Miles,50,1
S,M,20000,0,0,High School,Manual,0,1,2-5 Miles,34,1
S,M,20000,0,0,High School,Manual,1,1,2-5 Miles,36,1
S,M,20000,4,4,High School,Manual,1,2,0-1 Miles,33,0
S,M,20000,5,5,High School,Manual,1,3,0-1 Miles,34,0
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,0
S,F,30000,3,3,Partial College,Clerical,1,2,0-1 Miles,35,0
S,F,30000,3,3,Partial College,Clerical,1,3,0-1 Miles,35,1
S,F,20000,0,0,High School,Manual,0,1,1-2 Miles,35,1
S,F,30000,0,0,Partial College,Clerical,0,1,2-5 Miles,36,0
S,M,30000,0,0,Partial College,Clerical,1,1,2-5 Miles,35,1
S,M,30000,0,0,Partial College,Clerical,0,1,2-5 Miles,36,0
S,M,30000,0,0,Partial College,Clerical,0,1,0-1 Miles,36,1
S,M,30000,0,0,Partial College,Clerical,1,1,2-5 Miles,36,1
S,F,20000,0,0,High School,Manual,0,1,1-2 Miles,36,1
S,F,10000,0,0,Partial High School,Manual,0,2,0-1 Miles,32,1
S,M,20000,0,0,High School,Manual,1,1,2-5 Miles,32,1
S,M,20000,0,0,High School,Manual,0,1,5-10 Miles,37,0
S,M,30000,0,0,Partial College,Clerical,0,1,0-1 Miles,37,1
S,M,30000,0,0,Partial College,Clerical,0,1,0-1 Miles,38,1
M,M,20000,0,0,Partial High School,Manual,0,1,2-5 Miles,33,1
S,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,33,1
S,F,30000,0,0,Partial College,Clerical,0,1,0-1 Miles,37,1
S,F,30000,0,0,Partial College,Clerical,0,1,2-5 Miles,37,1
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,37,1
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,38,1
S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,54,1
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,54,1
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,40,0
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,40,0
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,40,0
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,39,0
S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,40,1
S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,34,1
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,40,1
M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,40,1
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,40,0
S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,41,1
S,M,40000,4,4,High School,Skilled Manual,1,3,10+ Miles,42,1
M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,41,1
M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,42,0
M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,36,0
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,41,0
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,41,0
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,35,0
S,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,40,0
M,F,70000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,35,0
M,M,70000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,41,0
M,F,70000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,40,0
M,F,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,43,0
M,M,50000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,42,0
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,42,0
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,42,0
S,M,40000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,43,0
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,43,0
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,38,0
S,M,40000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,43,1
S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,38,0
M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,38,0
M,M,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,43,0
M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,36,0
M,M,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,36,0
S,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,36,0
M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,41,1
S,F,70000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,36,0
M,F,70000,3,0,Graduate Degree,Professional,1,0,2-5 Miles,41,0
M,F,70000,3,0,Graduate Degree,Professional,1,0,2-5 Miles,42,0
M,M,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,33,0
S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,44,0
M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,38,0
S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,38,0
S,M,60000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,43,0
M,M,70000,4,0,Graduate Degree,Professional,1,0,0-1 Miles,43,1
S,F,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,43,1
M,F,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,42,1
M,M,80000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,37,1
M,M,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,46,0
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,34,0
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,40,0
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,45,0
S,F,60000,3,3,Bachelors,Skilled Manual,0,0,0-1 Miles,47,1
M,M,60000,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,46,0
S,F,60000,3,3,Bachelors,Skilled Manual,1,1,0-1 Miles,41,0
M,F,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,46,0
S,M,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,41,1
M,M,80000,0,0,Graduate Degree,Professional,1,0,0-1 Miles,47,0
S,M,60000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,38,0
M,M,70000,5,0,Graduate Degree,Professional,1,0,2-5 Miles,44,1
M,M,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,44,0
M,F,70000,5,5,Graduate Degree,Professional,1,2,0-1 Miles,43,0
M,F,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,43,0
M,F,70000,5,5,Graduate Degree,Professional,0,2,0-1 Miles,38,0
M,M,80000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,44,1
S,M,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,47,0
M,M,40000,0,0,Bachelors,Professional,0,1,0-1 Miles,48,0
S,M,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,42,0
S,M,40000,0,0,Bachelors,Professional,0,1,0-1 Miles,42,0
S,F,80000,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,42,1
M,M,80000,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,47,0
M,F,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,42,1
S,F,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,44,0
M,M,40000,0,0,Bachelors,Professional,0,1,0-1 Miles,49,0
S,F,50000,4,4,Bachelors,Skilled Manual,0,2,0-1 Miles,43,1
M,M,50000,4,4,Bachelors,Skilled Manual,1,4,10+ Miles,49,0
M,M,50000,5,5,Bachelors,Skilled Manual,1,3,5-10 Miles,49,0
S,F,50000,5,5,Bachelors,Skilled Manual,1,3,5-10 Miles,43,1
M,M,50000,4,2,Bachelors,Skilled Manual,1,2,0-1 Miles,43,0
M,M,50000,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,43,0
S,M,60000,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,50,0
S,M,60000,4,2,Bachelors,Professional,0,2,0-1 Miles,49,0
M,M,60000,4,2,Bachelors,Professional,1,2,2-5 Miles,33,0
S,F,60000,4,2,Bachelors,Professional,1,2,0-1 Miles,44,0
S,F,60000,0,0,Bachelors,Professional,0,1,0-1 Miles,45,0
S,M,60000,0,0,Bachelors,Professional,0,1,2-5 Miles,45,0
S,F,60000,2,2,Graduate Degree,Professional,1,0,2-5 Miles,39,1
M,M,60000,4,2,Bachelors,Professional,1,2,2-5 Miles,50,0
S,F,60000,4,2,Bachelors,Professional,1,3,0-1 Miles,49,1
S,F,60000,4,2,Bachelors,Professional,1,3,2-5 Miles,44,1
S,F,60000,3,2,Graduate Degree,Professional,0,0,0-1 Miles,50,0
M,F,40000,3,2,High School,Skilled Manual,1,2,2-5 Miles,51,0
S,M,70000,1,0,Bachelors,Professional,0,1,0-1 Miles,45,0
M,F,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,50,0
M,M,70000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,51,0
M,F,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,50,0
M,F,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,50,0
S,M,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,51,0
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,46,0
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,46,0
M,M,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,47,0
M,F,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,53,0
M,F,40000,4,2,High School,Skilled Manual,1,2,0-1 Miles,47,0
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,53,0
S,M,70000,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,45,0
S,M,70000,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,46,0
S,M,70000,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,45,0
S,M,70000,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,45,0
S,M,60000,0,0,Graduate Degree,Professional,0,1,0-1 Miles,45,1
M,M,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,53,0
M,M,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,47,0
M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,52,0
M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,52,0
M,M,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,48,0
M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,48,0
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,48,0
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,54,0
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,48,0
M,F,60000,4,3,Bachelors,Professional,1,0,2-5 Miles,48,0
